question,answer_llm,answer_orig,document
"Do I have to submit two separate capstone projects, or is one project enough for the course?","One project is enough. You only need to submit one capstone project.

If your first submission doesn’t pass, you can improve it and resubmit in attempt #2. You can only submit a second project if you want extra experience, and then it must use a different dataset and problem statement.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the capstone submission timeline?,"Attempt 1 and attempt 2 are two submission windows for the **same capstone project**:

- **Attempt 1**: your first chance to submit the project.
- **Attempt 2**: a later resubmission window if you need to improve the project after attempt 1, or if you missed the first window.

You **do not need to submit two different projects**. You submit **one project**, and if the first submission doesn’t pass, you can fix it and submit again in attempt 2.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first capstone submission doesn’t pass, can I fix it and send it again later?","Yes. If your first capstone submission doesn’t pass, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit two projects just to get more practice, and if so do they need to be on different topics?","Yes — you can submit two projects for more practice, but they need to use different datasets and problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the first submission window, do I still have a chance to submit in the second one and stay eligible?","Yes. If you miss the first submission window, you can still submit in the second attempt window and catch up.

Just make sure you also participate in the peer-review of three peers in your cohort, because the submission only counts toward certification if you do that.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition itself accepted as the capstone project, or is the capstone supposed to be something else?","No. The competition itself is **not** accepted as the capstone project. The capstone is supposed to be an **individual project**. You may join the competition as a group if you want, but that does **not** count as the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I join the math-kaggle LLM competition with a team and still use that for my capstone?,"Yes, you can join the math-kaggle-llm-competition as a group, but the capstone itself is an individual attempt. So you can participate in the competition with a team, but that team participation does not count as your capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I want to form a group for the competition, does that replace the individual capstone requirement?","No. The competition can be done as a group, but the capstone requirement is still individual and does not get replaced.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Does taking part in the competition count toward the capstone, or do I still need to do an individual project?","The competition does **not** count toward the capstone. You still need to do an **individual capstone project**.

You can participate in the competition as a group if you want, but the capstone itself must be your own individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can the capstone be done as a team if I'm already participating in the competition?,"No. The capstone is an individual attempt, even if you participate in the competition as a team.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will my capstone project be graded?,"Your capstone project will be graded by **three randomly assigned students** who also submitted the project. You will also grade **three fellow students’ projects** yourself.

Your **final grade** will be the **median score** of the peer reviewers’ grades.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who actually reviews the capstone submissions?,The capstone submissions are reviewed by **three randomly assigned students who have also submitted the project**. You also have to grade **three fellow students’ projects** yourself.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to evaluate other students' projects too?,"Yes — to get the certification, you must participate in peer review and evaluate **three peers** in your cohort.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I skip the peer-review part?,"If you skip the peer-review part, your submission does **not count toward certification**. To get the certificate, you must complete the capstone project **and** review three peers in your cohort.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone calculated?,The final capstone grade is the **median score** of the grades given by the **three peer reviewers** who evaluate your project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get the projects to review and grade, and how are they assigned?","After the submission deadline has passed, an Excel sheet will be shared, and each participant will be assigned 3 projects to review and grade. You can’t choose the projects yourself.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Will project review assignments come before or after the submission deadline?,After the submission deadline has passed.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects does each participant have to grade in the capstone project?,Each participant has to grade **3 projects** from fellow students.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What happens once the submission deadline is over for project grading?,"After the submission deadline passes, an Excel sheet is shared and each participant is assigned 3 projects to evaluate.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Do we get an Excel sheet with the review assignments, and what will it include?","Yes. After the submission deadline has passed, an Excel sheet will be shared with the review assignments, and it will include 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why am I not seeing anything to review yet?","Once the project submission deadline has passed, projects are assigned for evaluation. You can’t choose which projects to review, and you can’t review anything before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do the projects for evaluation get assigned after the submission deadline ends?,"After the submission deadline has passed, an Excel sheet is shared and 3 projects are assigned to each participant.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to review, or is that decided for me?","You can’t choose them yourself. After the project submission deadline passes, the projects are assigned to you for evaluation, and you can’t review before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there any way to start reviewing submissions before the project list is released?,No. You can’t review before the project list has been released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but I still can't review others — is that normal?","Yes, that’s normal.

After the project submission deadline has passed, projects are assigned to you for review. You can’t choose which ones to evaluate, and you can’t review before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,Please check the GitHub page for ideas and datasets: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,"Yes — the course points you to the **capstone project GitHub page** for that.

You can find several **idea and dataset options** here:
[project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)

That page includes project ideas, datasets, and tips/guidelines for the LLM Zoomcamp project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best link to check for capstone project inspiration and data sources?,"The best link is this GitHub page:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes ideas, datasets, tips, and guidelines for the capstone project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?","Yes — check this GitHub page: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, datasets, and tips/guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on picking a project — where can I find suggestions and usable datasets?,"Please check this GitHub page for several project ideas and usable datasets, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you do **not** have to use Airflow, Mage, or Kestra for the capstone project.

A **plain Python script** that ingests and indexes your data is enough for full points on the **ingestion pipeline** criterion. A Jupyter notebook with the same steps would also work, but with fewer points.

Use an orchestrator only if it genuinely fits your project, such as for recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",No. A Jupyter notebook with the ingestion and indexing steps is worth **1 point instead of 2** for the ingestion-pipeline criterion. A plain Python script is enough for full points.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,"Use an orchestrator only when it actually fits the project, not just to satisfy the capstone requirement.

According to the context, a plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. An orchestrator like Airflow, Mage, or Kestra makes sense only for cases like recurring ingestion of a feed that updates daily.

So the short answer is: add one only if your project genuinely needs scheduled or repeated workflow orchestration. Otherwise, just use Python.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,"Yes. You can still get full points for the ingestion pipeline criterion without setting up any workflow/orchestration tool.

A plain Python script that ingests and indexes your data is enough. A Jupyter notebook with the same steps is also acceptable, but it’s worth 1 point instead of 2.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?","Yes — for the capstone, you should **not add an orchestration tool just to get points**. A **plain Python script** that ingests and indexes your data is enough for full points on the ingestion pipeline criterion.

Use an orchestrator only if it **actually fits your project**, for example if your data is **updated regularly** and you need recurring ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,"Use two complementary approaches:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG/recommender pipeline.
   - Have an LLM score the result with a fixed rubric, such as **relevance** or **usefulness** on a **1–5 scale**.

For ranking-style recommender problems, **NDCG** is often a better fit than hit rate because it rewards getting good items higher in the list, not just the first result.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,"Yes — a good approach is to create **synthetic ground truth**.

For each item in your dataset, prompt an LLM with that item’s description and ask it to generate about **5 user queries** that should return that item as the **top result**. Then run those queries through your retrieval system and measure metrics like:

- **hit rate**
- **MRR**
- **NDCG**

For ranking-style problems, **NDCG is often a better fit than hit rate**, because it rewards putting good items higher in the list, not just getting the first match.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?","For a ranking-style RAG system, use **all three if you can**, but they tell you different things:

- **Hit Rate**: tells you whether at least one relevant item appears in the top-k.
- **MRR**: tells you how high the first relevant item appears.
- **NDCG**: is often the **best fit for ranking-style problems**, especially when **multiple items can be acceptable**.

From the context: **NDCG is often a better fit than hit rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.**

So the practical recommendation is:

- Use **Hit Rate** as a simple coarse success measure.
- Use **MRR** if the position of the first relevant result matters.
- Use **NDCG** if you care about the overall ranking quality and graded relevance.

If you want one primary metric for a ranking-style RAG system, **NDCG** is usually the best choice.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,"Use an **LLM-as-a-judge** in an end-to-end evaluation loop:

1. **Sample queries** from your target use case.
2. **Run the full RAG pipeline** on each query.
3. **Ask another LLM to grade the result** against a fixed rubric you define in the prompt, for example:
   - relevance to the query
   - usefulness/completeness
   - correctness
   - overall quality  
   Use a **1–5 scale** or similar.

A good pattern is to have the judge LLM return both:
- a **numeric score**, and
- a short **explanation** for the score.

If you’re inspecting the judge outputs in Pandas, you can show the full explanation text with:

```python
pd.set_option('display.max_colwidth', None)
```

If you want, I can also help you draft a judge prompt/rubric for your specific RAG pipeline.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?","Because NDCG doesn’t just ask “was the first result correct?” It rewards ranking the acceptable items higher overall.

If several items are acceptable, a recommender can still be good even when the top result isn’t the only right one. NDCG captures that by giving more credit to relevant items near the top of the list, while hit rate only checks whether there was at least one correct result in the top-k.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big PDF corpus without overthinking it at first?,"Start simple: extract the PDF text, split it into chunks, and keep related context together. Don’t over-optimize the chunking scheme on day one.

A good first pass is to:
- remove obvious noise like repeated headers/footers, OCR garbage, boilerplate, and duplicates
- preserve useful structure like titles, section names, page numbers, dates, and Q&A pairs
- store the text in a structured format that’s easy to process
- chunk the documents so each chunk contains coherent related content
- keep metadata for filtering or ranking later

The main goal is not just making the text shorter, but making retrieval more accurate.

If you want, I can also suggest a very practical “first chunking recipe” for PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,"It’s usually best to **start with fixed-size chunks** and evaluate first.

From the context:
- **Start simple:** fixed-size chunking, about **1000 tokens with some overlap**.
- Then **try smart chunking**: ask an LLM to split documents into logical sections and index those sections.

So the recommended approach is **iterate**, not to assume LLM-based splitting is always better. Run a small ground-truth eval after each change and compare hit rate / MRR.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?","Yes — for long, structured legal or financial documents, the context recommends **hybrid search (BM25 + dense embeddings)** rather than using only embeddings.

Reason: exact wording matters in those docs, and BM25 helps preserve matches on specific terms while dense search handles semantic similarity.

","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What are good tools to turn PDFs into cleaner markdown before I chunk them?,"Good options from the course context are:

- **`pymupdf4llm`** — fast and gives decent Markdown output.
- **Docling** — slower, but usually higher quality, especially for **tables and figures**.
- **GROBID** — best suited for **academic papers**, since it extracts structure like sections and references.
- Also mentioned for broader PDF/text extraction:
  - **PyMuPDF**
  - **unstructured**
  - **pytesseract** for scanned/image-only PDFs
  - **hosted OCR** like **Mistral OCR**

If you want a practical starting point, try **`pymupdf4llm`** first, then compare it with **Docling** on a sample of your PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility mean for the project review?,"Reproducibility means a peer reviewer can clone your repo and follow your README to rebuild and run the system from scratch using their own credentials.

So:
- Do **not** include API keys or hosted-service credentials in the repo.
- Provide a script or notebook to ingest the dataset and rebuild the search index locally.
- Include a `.env.example` with variable names only, and keep `.env` out of git.
- Pin dependency versions and document the Python version, and Docker version if used.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,"No. Never put your API keys or hosted-service credentials in the repo.

For reproducibility, the reviewer should be able to:

- clone your repo,
- follow your README,
- rebuild everything from scratch,
- and use their own credentials.

What to include instead:

- a script or notebook that rebuilds the index/data locally,
- a `.env.example` with variable names only, no secrets,
- `.env` added to `.gitignore`,
- pinned dependency versions and the Python version you used.

If you want, I can also help you draft a good `.env.example` for your project.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from the dataset on their own machine?,"Provide a script or notebook that ingests the dataset and rebuilds the search index locally on their machine. Also include a `.env.example` with only variable names, and have them create their own `.env` with their own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
